url_length,num_dots,num_subdomains,has_at_symbol,has_hyphen,has_ip_address,uses_https,suspicious_keyword_count,is_phishing
56,3,2,0,0,0,0,4,1
108,6,5,1,0,0,1,4,1
37,2,0,0,0,0,1,0,0
63,3,2,0,1,0,0,2,1
28,2,0,0,0,0,1,0,0
26,1,0,0,1,0,0,5,1
19,1,0,0,0,0,1,0,0
149,5,4,1,1,0,0,1,1
51,1,0,0,0,0,1,0,0
25,2,0,0,0,0,1,0,0
47,1,0,0,0,0,1,0,0
104,5,4,1,1,0,0,4,1
21,2,0,0,0,0,1,0,0
62,4,3,1,1,0,0,2,1
25,4,3,0,1,0,0,1,1
122,1,0,0,1,0,0,4,1
57,4,3,1,1,0,1,2,1
35,1,0,0,0,0,1,0,0
28,1,0,0,0,0,1,0,0
52,2,0,0,0,0,1,0,0
139,3,2,0,1,0,0,3,1
35,1,0,0,1,0,0,2,1
150,1,0,0,1,0,0,2,1
109,3,2,0,1,1,0,2,1
38,3,2,0,1,0,0,1,1
100,5,4,0,0,0,0,2,1
36,1,0,0,0,0,1,0,0
42,5,4,0,0,0,0,1,1
116,3,2,0,1,1,0,4,1
110,1,0,1,1,0,0,4,1
59,3,2,0,1,0,0,5,1
40,1,0,0,0,0,1,0,0
108,1,0,0,1,0,0,2,1
36,3,2,1,1,0,0,5,1
115,3,2,1,1,0,1,5,1
109,3,2,0,1,0,0,3,1
96,4,3,0,1,0,1,2,1
70,3,2,0,1,1,0,3,1
41,1,0,0,0,0,1,0,0
112,2,1,0,1,1,0,3,1
49,1,0,1,1,0,1,5,1
140,5,4,0,0,0,0,5,1
84,3,2,1,1,0,0,4,1
37,1,0,0,0,0,1,0,0
33,6,5,0,0,1,0,2,1
57,2,0,0,0,0,1,0,0
26,2,1,1,1,0,0,5,1
94,6,5,0,1,0,0,2,1
30,2,0,0,0,0,1,0,0
44,2,0,0,0,0,1,0,0
44,2,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0
52,1,0,0,0,0,1,0,0
43,1,0,1,1,1,0,2,1
95,4,3,0,0,0,0,4,1
75,1,0,0,1,0,1,1,1
120,3,2,0,1,0,0,1,1
129,5,4,0,1,0,0,2,1
33,2,0,0,0,0,1,0,0
29,1,0,0,0,0,1,0,0
115,4,3,0,1,1,0,5,1
101,4,3,0,1,1,1,3,1
32,2,0,0,0,0,1,0,0
128,5,4,1,1,0,0,5,1
60,1,0,0,0,0,1,0,0
31,2,0,0,0,0,1,0,0
39,1,0,0,0,0,1,0,0
16,1,0,0,0,0,1,0,0
118,5,4,0,1,1,0,4,1
18,2,0,0,0,0,1,0,0
49,1,0,1,1,1,0,4,1
49,2,0,0,0,0,1,0,0
70,4,3,1,1,1,0,3,1
23,2,0,0,0,0,1,0,0
65,3,2,0,1,0,0,5,1
148,1,0,1,1,1,1,4,1
26,1,0,0,0,0,1,0,0
96,1,0,1,1,1,0,2,1
32,1,0,0,0,0,1,0,0
43,5,4,1,1,0,0,3,1
65,6,5,0,1,1,0,3,1
80,6,5,1,1,0,0,1,1
37,4,3,0,1,0,0,4,1
139,3,2,1,1,0,1,3,1
45,2,0,0,0,0,1,0,0
123,2,1,1,1,1,0,1,1
30,2,0,0,0,0,1,0,0
137,5,4,0,1,0,1,1,1
50,1,0,0,0,0,1,0,0
36,2,0,0,0,0,1,0,0
53,2,0,0,0,0,1,0,0
35,2,0,0,0,0,1,0,0
18,1,0,0,0,0,1,0,0
55,2,1,0,1,0,1,3,1
17,1,0,0,1,0,0,0,0
93,5,4,0,1,0,1,2,1
27,3,2,0,1,0,0,4,1
20,2,0,0,0,0,1,0,0
150,1,0,0,1,0,0,5,1
90,1,0,0,1,0,0,4,1
25,1,0,0,0,0,1,0,0
133,2,1,0,1,0,0,4,1
88,6,5,0,1,0,0,3,1
55,1,0,0,0,0,1,0,0
35,1,0,0,0,0,1,0,0
62,3,2,1,1,1,1,1,1
58,1,0,0,0,0,1,0,0
23,2,0,0,0,0,1,0,0
121,4,3,0,0,1,0,1,1
117,6,5,1,1,1,1,4,1
33,3,2,0,0,0,0,2,1
44,2,0,0,0,0,1,0,0
43,1,0,0,0,0,1,0,0
28,2,0,0,0,0,1,0,0
50,1,0,0,0,0,1,0,0
32,1,0,0,0,0,1,0,0
101,4,3,0,1,0,0,3,1
41,2,0,0,0,0,1,0,0
88,5,4,0,1,1,0,1,1
32,4,3,0,1,0,0,2,1
122,6,5,0,1,0,0,4,1
44,2,0,0,0,0,1,0,0
34,1,0,0,0,0,1,0,0
57,1,0,1,1,0,0,3,1
73,1,0,0,1,0,1,5,1
49,1,0,0,0,0,1,0,0
80,5,4,1,1,0,0,1,1
53,1,0,0,0,0,1,0,0
51,2,0,0,0,0,1,0,0
27,2,0,0,0,0,1,0,0
28,1,0,0,0,0,1,0,0
62,4,3,0,1,0,0,3,1
21,2,0,0,0,0,1,0,0
16,1,0,0,0,0,1,0,0
51,6,5,0,1,0,0,1,1
57,2,0,0,0,0,1,0,0
34,2,1,0,1,0,0,3,1
74,3,2,0,1,0,0,5,1
24,1,0,0,0,0,1,0,0
30,2,0,0,0,0,1,0,0
97,2,1,1,1,1,0,2,1
23,2,0,0,0,0,1,0,0
80,1,0,0,1,0,0,5,1
27,1,0,0,0,0,1,0,0
23,2,0,0,0,0,1,0,0
29,2,0,0,0,0,1,0,0
45,4,3,0,1,1,0,1,1
43,2,0,0,0,0,1,0,0
96,4,3,0,1,0,0,2,1
47,6,5,0,1,0,1,2,1
54,3,2,0,1,1,0,4,1
128,3,2,1,1,0,0,3,1
16,2,0,0,0,0,1,0,0
46,1,0,0,0,0,1,0,0
52,1,0,0,0,0,1,0,0
16,2,0,0,0,0,1,0,0
27,1,0,0,0,0,1,0,0
43,2,0,0,0,0,1,0,0
87,5,4,1,1,0,1,2,1
125,6,5,0,1,0,0,2,1
18,1,0,0,0,0,1,0,0
24,1,0,0,0,0,0,0,0
57,2,0,0,0,0,1,0,0
148,2,1,0,1,0,0,4,1
36,1,0,0,0,0,1,0,0
104,5,4,0,1,0,0,1,1
50,1,0,0,1,0,1,0,0
77,6,5,0,1,0,0,4,1
26,2,0,0,0,0,0,0,0
68,5,4,0,1,0,0,4,1
53,1,0,1,1,1,0,3,1
143,2,1,0,1,0,0,2,1
33,2,0,0,0,0,1,0,0
149,2,1,0,1,0,1,1,1
38,1,0,0,0,0,1,0,0
36,2,0,0,0,0,1,0,0
137,6,5,0,1,0,0,5,1
26,2,0,0,0,0,1,0,0
19,1,0,0,0,0,1,0,0
17,1,0,0,0,0,1,0,0
27,2,0,0,0,0,0,0,0
43,6,5,0,1,0,0,2,1
38,1,0,0,0,0,1,0,0
110,1,0,1,0,0,0,4,1
60,1,0,0,0,0,1,0,0
28,1,0,0,0,0,1,0,0
93,3,2,0,1,0,0,2,1
33,2,0,0,1,0,1,0,0
52,2,0,0,0,0,0,0,0
48,1,0,0,0,0,1,0,0
136,5,4,0,1,0,1,2,1
15,2,0,0,0,0,0,0,0
124,2,1,0,1,0,0,2,1
58,1,0,0,0,0,1,0,0
28,1,0,0,0,0,1,0,0
125,1,0,1,1,0,0,3,1
90,1,0,0,1,0,0,1,1
125,6,5,1,1,0,1,2,1
17,1,0,0,0,0,1,0,0
29,2,0,0,0,0,1,0,0
34,3,2,0,1,0,0,2,1
20,1,0,0,0,0,1,0,0
87,3,2,0,1,0,1,3,1
40,2,0,0,1,0,1,0,0
17,2,0,0,0,0,1,0,0
100,1,0,0,1,1,0,3,1
104,3,2,0,1,1,0,4,1
110,3,2,1,1,0,0,1,1
29,2,0,0,0,0,1,0,0
133,5,4,0,1,0,0,3,1
42,2,0,0,0,0,1,0,0
50,2,0,0,0,0,1,0,0
20,2,0,0,0,0,1,0,0
32,2,0,0,0,0,1,0,0
99,6,5,0,1,0,0,5,1
82,6,5,1,1,0,1,4,1
60,2,0,0,0,0,1,0,0
29,2,0,0,0,0,1,0,0
40,2,0,0,0,0,1,0,0
60,2,0,0,0,0,1,0,0
128,6,5,1,1,0,0,4,1
36,1,0,0,0,0,1,0,0
140,3,2,0,1,0,1,3,1
47,4,3,0,1,0,0,3,1
107,3,2,0,1,0,1,3,1
150,4,3,1,1,1,0,2,1
114,4,3,0,1,0,0,3,1
26,3,2,0,1,0,0,4,1
125,1,0,1,1,0,0,4,1
36,1,0,0,0,0,1,0,0
59,2,0,0,0,0,1,0,0
142,2,1,1,1,1,0,5,1
41,2,0,0,0,0,1,0,0
119,4,3,0,0,0,0,1,1
65,2,1,1,1,0,0,1,1
29,1,0,0,0,0,1,0,0
131,3,2,0,1,0,0,4,1
86,3,2,1,1,0,0,4,1
19,2,0,0,0,0,0,0,0
43,1,0,0,0,0,1,0,0
56,1,0,0,0,0,1,0,0
50,1,0,0,0,0,1,0,0
127,6,5,0,1,0,0,1,1
133,4,3,1,1,1,0,3,1
37,1,0,0,0,0,1,0,0
130,1,0,1,1,0,0,5,1
28,2,0,0,0,0,1,0,0
19,1,0,0,0,0,1,0,0
53,2,0,0,0,0,1,0,0
29,1,0,0,0,0,1,0,0
23,2,0,0,1,0,1,0,0
36,2,0,0,0,0,1,0,0
86,6,5,0,1,0,0,5,1
46,5,4,1,1,0,0,2,1
21,2,0,0,0,0,1,0,0
91,4,3,1,1,1,0,5,1
122,1,0,0,1,0,1,3,1
78,2,1,0,1,0,0,5,1
54,2,0,0,0,0,1,0,0
25,2,0,0,0,0,1,0,0
15,2,0,0,0,0,1,0,0
31,1,0,0,1,0,1,0,0
43,1,0,0,0,0,0,0,0
124,6,5,0,1,0,0,4,1
30,2,1,0,1,0,0,4,1
38,2,0,0,0,0,1,0,0
41,1,0,0,0,0,1,0,0
29,3,2,1,1,0,0,4,1
55,2,0,0,0,0,1,0,0
33,1,0,0,0,0,1,0,0
17,1,0,0,0,0,1,0,0
54,2,0,0,0,0,1,0,0
115,4,3,0,1,0,0,1,1
115,1,0,1,1,1,1,4,1
55,2,0,0,0,0,1,0,0
23,2,0,0,0,0,0,0,0
116,2,1,0,1,0,0,5,1
39,2,0,0,0,0,1,0,0
29,2,0,0,0,0,1,0,0
53,2,0,0,0,0,1,0,0
59,2,0,0,0,0,1,0,0
48,1,0,0,0,0,1,0,0
58,2,0,0,0,0,1,0,0
47,3,2,1,1,0,1,2,1
15,1,0,0,0,0,1,0,0
27,2,0,0,0,0,1,0,0
60,2,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
68,6,5,0,0,0,0,5,1
150,5,4,1,0,1,0,5,1
71,6,5,0,0,0,0,3,1
31,1,0,0,0,0,1,0,0
44,1,0,0,0,0,1,0,0
54,1,0,0,0,0,0,0,0
28,1,0,0,1,0,1,2,1
25,2,0,0,0,0,1,0,0
27,1,0,0,0,0,1,0,0
34,6,5,0,1,0,0,1,1
116,4,3,1,1,0,0,2,1
48,1,0,0,0,0,1,0,0
58,2,0,0,0,0,1,0,0
45,2,0,0,0,0,1,0,0
83,4,3,0,1,0,0,5,1
93,1,0,0,1,0,1,3,1
20,1,0,0,0,0,1,0,0
97,5,4,0,1,0,0,2,1
56,2,0,0,0,0,1,0,0
56,6,5,1,1,0,0,4,1
141,1,0,0,1,0,1,3,1
43,2,1,0,1,0,0,3,1
60,3,2,1,1,0,0,2,1
58,1,0,0,0,0,1,0,0
50,1,0,0,1,0,1,0,0
120,5,4,1,1,0,1,1,1
68,2,1,0,1,0,0,4,1
40,2,0,0,0,0,1,0,0
98,3,2,0,1,1,0,1,1
122,3,2,1,0,1,0,3,1
43,4,3,0,1,1,0,3,1
16,2,0,0,0,0,1,0,0
103,2,1,0,1,1,0,4,1
42,2,0,0,0,0,1,0,0
90,1,0,0,0,0,0,3,1
68,5,4,0,1,1,0,3,1
45,1,0,1,1,0,1,3,1
102,4,3,0,1,1,0,5,1
45,2,0,0,1,0,1,0,0
37,2,0,0,0,0,1,0,0
150,5,4,0,1,0,0,2,1
56,3,2,0,1,1,0,3,1
140,6,5,0,1,1,0,1,1
38,1,0,0,0,0,1,0,0
55,1,0,0,0,0,1,0,0
113,3,2,0,1,0,0,5,1
55,1,0,0,0,0,1,0,0
145,5,4,0,1,1,0,4,1
74,3,2,0,0,0,0,2,1
88,6,5,1,0,0,1,1,1
39,4,3,0,1,0,1,3,1
22,1,0,0,0,0,1,0,0
17,1,0,0,0,0,1,0,0
32,2,0,0,0,0,1,0,0
40,1,0,0,0,0,1,0,0
95,3,2,0,1,0,0,1,1
38,1,0,0,0,0,1,0,0
38,2,0,0,0,0,1,0,0
111,3,2,0,1,0,1,4,1
24,2,0,0,0,0,1,0,0
50,6,5,0,1,0,0,1,1
20,2,0,0,0,0,1,0,0
16,1,0,0,0,0,1,0,0
28,1,0,0,0,0,1,0,0
60,6,5,0,1,1,1,1,1
137,2,1,0,0,0,0,4,1
91,1,0,0,1,0,0,5,1
56,6,5,1,1,1,0,2,1
99,2,1,0,0,1,0,5,1
22,1,0,0,0,0,1,0,0
31,2,0,0,0,0,1,0,0
42,2,0,0,0,0,1,0,0
55,1,0,0,0,0,1,0,0
55,1,0,0,0,0,1,0,0
33,2,0,0,0,0,1,0,0
71,5,4,0,1,0,0,3,1
28,1,0,0,0,0,1,0,0
60,1,0,0,1,0,1,0,0
142,4,3,0,1,1,0,4,1
108,3,2,0,0,0,0,2,1
89,1,0,0,1,0,0,2,1
118,5,4,0,1,0,0,3,1
59,2,0,0,0,0,1,0,0
142,5,4,0,1,0,1,1,1
33,1,0,0,1,0,0,1,1
38,1,0,0,0,0,1,0,0
18,1,0,0,0,0,1,0,0
137,5,4,0,1,0,0,4,1
54,6,5,0,1,0,0,5,1
38,3,2,0,0,0,1,2,1
51,1,0,0,0,0,1,0,0
67,6,5,1,1,1,0,3,1
31,1,0,0,0,0,1,0,0
56,2,0,0,0,0,1,0,0
26,2,1,0,1,1,0,2,1
56,2,1,0,0,0,0,1,1
90,6,5,0,1,0,0,2,1
64,1,0,0,1,0,0,1,1
125,5,4,0,1,0,0,4,1
90,3,2,1,1,0,0,5,1
57,1,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
83,2,1,0,1,1,0,5,1
87,5,4,0,0,0,1,3,1
29,2,0,0,0,0,1,0,0
112,6,5,1,1,0,0,2,1
127,2,1,1,1,0,0,1,1
47,2,0,0,0,0,1,0,0
24,2,0,0,0,0,1,0,0
106,2,1,1,1,0,0,2,1
54,1,0,0,0,0,1,0,0
74,4,3,0,1,0,0,3,1
24,1,0,0,0,0,1,0,0
85,3,2,0,1,1,0,2,1
78,2,1,0,1,0,0,3,1
50,2,0,0,1,0,1,0,0
18,2,0,0,0,0,1,0,0
28,1,0,0,0,0,1,0,0
52,2,0,0,0,0,1,0,0
49,1,0,0,0,0,1,0,0
53,1,0,0,0,0,1,0,0
116,3,2,1,1,0,0,5,1
102,3,2,1,1,1,0,4,1
143,6,5,1,1,0,0,4,1
49,5,4,1,1,0,0,5,1
69,6,5,0,1,0,0,4,1
120,1,0,0,1,0,0,4,1
37,4,3,0,1,0,0,1,1
18,1,0,0,0,0,1,0,0
59,1,0,0,0,0,1,0,0
120,3,2,1,0,0,0,4,1
41,6,5,1,1,0,0,5,1
96,2,1,0,0,0,1,1,1
26,1,0,0,0,0,1,0,0
135,4,3,1,1,0,0,3,1
18,1,0,0,0,0,1,0,0
125,5,4,0,1,0,1,5,1
144,3,2,0,1,0,0,2,1
57,1,0,0,0,0,1,0,0
57,1,0,0,0,0,1,0,0
43,1,0,0,0,0,1,0,0
114,2,1,0,1,0,1,2,1
34,1,0,0,0,0,1,0,0
112,4,3,1,1,0,0,1,1
48,1,0,0,1,0,0,2,1
26,5,4,0,1,0,0,3,1
45,2,0,0,0,0,1,0,0
25,2,0,0,0,0,1,0,0
60,1,0,0,0,0,1,0,0
78,3,2,0,1,0,1,4,1
27,2,0,0,0,0,1,0,0
32,6,5,0,1,0,0,3,1
43,2,0,0,0,0,0,0,0
41,4,3,0,1,0,0,5,1
17,2,0,0,0,0,1,0,0
26,1,0,0,0,0,0,0,0
58,6,5,0,1,0,0,4,1
102,1,0,1,1,0,0,5,1
55,2,0,0,0,0,1,0,0
46,2,1,1,1,0,0,2,1
22,1,0,0,1,0,1,0,0
108,6,5,0,0,0,0,3,1
61,3,2,1,1,0,1,5,1
31,2,0,0,0,0,1,0,0
59,1,0,0,0,0,1,0,0
106,1,0,0,1,0,0,1,1
31,5,4,0,1,0,0,1,1
133,1,0,0,1,0,0,1,1
37,4,3,0,1,1,1,3,1
69,4,3,0,1,0,0,3,1
31,1,0,0,0,0,1,0,0
57,1,0,0,0,0,1,0,0
48,5,4,1,0,0,0,2,1
139,1,0,0,1,1,1,5,1
28,2,0,0,0,0,1,0,0
111,3,2,1,1,1,0,1,1
57,2,0,0,0,0,1,0,0
60,1,0,0,0,0,1,0,0
16,2,0,0,0,0,1,0,0
20,1,0,0,0,0,1,0,0
44,4,3,0,0,0,1,5,1
60,2,0,0,0,0,1,0,0
21,2,0,0,1,0,1,0,0
32,1,0,0,0,0,1,0,0
39,1,0,0,0,0,1,0,0
50,1,0,0,0,0,1,0,0
30,2,0,0,0,0,1,0,0
56,1,0,0,0,0,1,0,0
27,2,0,0,0,0,1,0,0
55,2,0,0,1,0,1,0,0
91,2,1,1,1,0,1,3,1
35,2,0,0,0,0,1,0,0
37,2,0,0,0,0,1,0,0
132,6,5,0,1,0,0,2,1
47,2,0,0,0,0,1,0,0
49,2,0,0,0,0,1,0,0
31,4,3,0,1,0,0,2,1
28,1,0,0,0,0,1,0,0
18,1,0,0,0,0,1,0,0
60,2,0,0,0,0,1,0,0
64,6,5,1,1,1,0,3,1
42,2,0,0,0,0,1,0,0
88,2,1,0,1,0,0,2,1
38,2,0,0,0,0,1,0,0
141,3,2,0,1,0,1,3,1
54,1,0,0,1,0,1,5,1
81,1,0,1,1,0,0,4,1
45,1,0,0,0,0,1,0,0
70,1,0,1,0,0,0,4,1
21,1,0,0,0,0,1,0,0
130,3,2,0,1,0,0,5,1
18,1,0,0,0,0,1,0,0
48,5,4,0,1,0,0,3,1
35,1,0,0,0,0,1,0,0
23,2,0,0,0,0,1,0,0
74,4,3,0,1,0,1,2,1
33,5,4,0,1,0,0,3,1
16,1,0,0,0,0,1,0,0
25,2,0,0,0,0,1,0,0
51,1,0,0,1,0,0,5,1
138,1,0,1,1,0,0,2,1
56,1,0,0,0,0,1,0,0
35,2,0,0,0,0,0,0,0
96,6,5,0,1,0,0,3,1
45,1,0,0,0,0,1,2,1
35,1,0,1,1,1,0,4,1
48,1,0,0,0,0,1,0,0
124,1,0,1,0,1,0,3,1
55,3,2,0,1,0,0,5,1
30,3,2,1,1,0,0,4,1
129,3,2,1,1,0,1,3,1
85,1,0,1,1,0,1,3,1
43,1,0,0,1,0,1,0,0
30,1,0,0,0,0,1,0,0
26,1,0,0,0,0,1,0,0
78,3,2,0,1,1,0,1,1
15,2,0,0,1,0,1,0,0
45,1,0,0,0,0,1,0,0
107,1,0,0,1,0,0,2,1
134,4,3,1,1,0,0,2,1
139,3,2,0,1,0,0,4,1
35,2,0,0,0,0,1,0,0
98,1,0,0,1,0,1,1,1
59,1,0,0,0,0,1,0,0
127,6,5,0,1,0,0,4,1
28,2,0,0,0,0,1,0,0
44,1,0,0,0,0,1,0,0
50,1,0,0,0,0,1,0,0
33,1,0,0,0,0,1,0,0
20,1,0,0,0,0,1,0,0
115,3,2,0,1,1,0,3,1
149,2,1,0,1,0,1,5,1
91,1,0,0,1,1,0,1,1
128,2,1,0,1,0,1,4,1
24,1,0,0,0,0,1,0,0
58,2,0,0,0,0,1,0,0
27,3,2,1,1,1,0,4,1
25,6,5,0,1,1,0,4,1
59,2,0,0,0,0,1,0,0
42,1,0,0,0,0,1,0,0
52,1,0,0,0,0,1,0,0
66,4,3,0,1,0,0,4,1
110,4,3,0,1,0,1,5,1
29,1,0,0,0,0,0,0,0
43,1,0,0,0,0,1,0,0
15,1,0,0,0,0,0,0,0
142,2,1,1,1,0,1,3,1
52,1,0,0,0,0,1,0,0
17,2,0,0,0,0,1,0,0
79,1,0,0,1,1,0,5,1
40,2,0,0,0,0,1,0,0
143,6,5,1,1,0,1,1,1
139,3,2,1,0,0,0,5,1
96,3,2,0,1,0,0,4,1
83,3,2,1,1,0,1,3,1
22,2,0,0,0,0,1,0,0
56,1,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
43,2,0,0,0,0,1,0,0
113,1,0,1,1,0,0,1,1
37,2,0,0,0,0,1,0,0
43,5,4,0,1,0,0,1,1
19,2,0,0,0,0,1,0,0
73,4,3,0,1,0,0,2,1
21,2,0,0,0,0,1,0,0
39,2,0,0,0,0,0,0,0
117,5,4,1,0,0,0,4,1
68,5,4,0,1,0,0,3,1
64,2,1,0,1,0,0,3,1
38,4,3,0,1,1,0,1,1
76,6,5,0,1,1,0,5,1
95,4,3,0,1,0,1,4,1
141,3,2,0,1,0,1,2,1
44,2,0,0,0,0,1,0,0
119,1,0,0,1,0,1,2,1
112,2,1,0,1,0,0,2,1
57,2,0,0,0,0,1,0,0
41,4,3,1,1,1,0,1,1
93,6,5,0,1,0,0,3,1
38,1,0,0,0,0,1,0,0
58,2,0,0,0,0,1,0,0
76,4,3,0,1,0,0,5,1
144,4,3,0,1,0,0,2,1
20,2,0,0,0,0,1,0,0
109,2,1,1,1,0,0,2,1
29,5,4,0,0,0,0,2,1
55,1,0,0,0,0,1,0,0
58,1,0,0,0,0,1,0,0
52,2,0,0,0,0,1,0,0
27,2,0,0,0,0,1,0,0
36,4,3,0,0,1,1,5,1
62,3,2,0,1,0,0,4,1
15,2,0,0,0,0,1,0,0
126,3,2,1,1,0,0,1,1
36,4,3,0,1,0,1,5,1
132,5,4,0,1,0,0,5,1
52,2,0,0,0,0,1,0,0
54,6,5,1,1,0,0,5,1
17,2,0,0,0,0,1,0,0
28,2,0,0,0,0,1,0,0
41,5,4,0,1,0,0,4,1
54,2,0,0,0,0,1,0,0
32,1,0,0,0,0,1,0,0
133,6,5,0,1,1,0,5,1
87,1,0,0,1,0,0,5,1
38,1,0,0,0,0,1,0,0
40,1,0,0,0,0,1,0,0
50,1,0,0,1,0,1,4,1
16,2,0,0,0,0,0,0,0
53,2,0,0,0,0,1,0,0
59,1,0,0,0,0,1,0,0
25,2,0,0,0,0,1,0,0
118,4,3,0,1,1,1,2,1
80,5,4,0,1,0,0,5,1
28,2,0,0,0,0,0,0,0
73,2,1,0,1,1,1,5,1
26,2,0,0,0,0,1,0,0
23,1,0,0,0,0,1,0,0
28,2,0,0,0,0,1,0,0
55,1,0,0,0,0,1,0,0
141,1,0,0,1,0,0,4,1
52,2,0,0,0,0,1,0,0
26,5,4,1,1,0,0,2,1
48,3,2,0,1,0,0,4,1
53,4,3,0,1,0,0,1,1
60,5,4,1,1,1,0,3,1
28,1,0,0,0,0,1,0,0
26,2,0,0,0,0,1,0,0
122,5,4,0,1,1,0,3,1
103,2,1,0,1,1,1,2,1
103,1,0,0,1,0,1,5,1
39,1,0,0,0,0,0,0,0
148,3,2,0,1,0,0,4,1
68,1,0,1,1,0,0,2,1
39,1,0,0,0,0,1,0,0
25,1,0,1,1,0,0,3,1
32,1,0,0,0,0,1,0,0
143,6,5,0,1,0,0,3,1
18,1,0,0,0,0,1,0,0
26,2,0,0,0,0,0,0,0
59,1,0,0,0,0,1,0,0
24,2,0,0,1,0,1,0,0
36,2,0,0,0,0,1,0,0
82,4,3,1,1,0,0,4,1
42,3,2,0,1,0,0,2,1
32,5,4,0,1,0,0,3,1
63,3,2,0,1,0,0,2,1
18,1,0,0,0,0,1,0,0
27,2,0,0,0,0,1,0,0
107,2,1,1,1,1,1,5,1
122,2,1,0,1,0,0,4,1
36,2,0,0,0,0,1,0,0
143,4,3,0,1,0,0,5,1
29,2,0,0,0,0,1,0,0
60,1,0,0,0,0,1,0,0
41,1,0,0,0,0,1,0,0
41,2,0,0,0,0,0,0,0
33,1,0,0,0,0,1,0,0
100,2,1,0,1,0,0,5,1
94,2,1,1,1,0,0,4,1
43,1,0,0,0,0,1,0,0
30,1,0,0,0,0,1,0,0
62,1,0,0,1,1,0,1,1
52,5,4,0,1,0,0,4,1
24,2,0,0,0,0,1,0,0
26,2,0,0,0,0,1,0,0
46,2,0,0,0,0,1,0,0
66,3,2,0,1,0,0,4,1
78,2,1,1,1,0,0,5,1
23,2,0,0,0,0,1,0,0
16,2,0,0,1,0,1,0,0
96,2,1,0,0,0,0,4,1
46,2,1,0,1,1,1,3,1
50,1,0,0,0,0,1,0,0
20,2,0,0,0,0,1,0,0
26,1,0,0,0,0,1,0,0
96,5,4,0,1,0,0,4,1
44,2,0,0,0,0,1,0,0
137,1,0,0,1,0,1,2,1
18,1,0,0,0,0,1,0,0
26,3,2,0,1,0,1,3,1
35,1,0,0,1,0,0,4,1
107,3,2,1,1,0,0,2,1
43,2,0,0,0,0,1,0,0
59,2,0,0,0,0,1,0,0
37,1,0,0,1,1,1,1,1
145,2,1,1,1,1,0,2,1
21,1,0,0,0,0,1,0,0
53,1,0,0,0,0,0,0,0
115,2,1,1,1,1,0,5,1
61,5,4,0,1,0,0,1,1
96,2,1,1,1,0,0,4,1
45,1,0,0,0,0,1,0,0
46,3,2,0,1,1,0,5,1
81,6,5,0,1,0,0,3,1
118,4,3,1,1,0,0,1,1
46,1,0,0,0,0,1,0,0
137,3,2,1,1,0,0,3,1
128,5,4,0,1,0,0,5,1
52,1,0,0,1,0,1,0,0
43,4,3,1,1,1,0,1,1
44,2,0,0,0,0,1,0,0
48,2,0,0,0,0,1,0,0
87,1,0,0,1,0,0,4,1
17,1,0,0,0,0,1,0,0
139,2,1,0,1,0,0,3,1
15,2,0,0,0,0,1,0,0
16,1,0,0,0,0,1,0,0
35,2,0,0,0,0,1,0,0
112,6,5,1,1,0,1,2,1
51,2,0,0,0,0,1,0,0
149,6,5,0,1,0,0,5,1
50,1,0,0,0,0,1,0,0
30,4,3,0,1,1,0,3,1
24,1,0,0,0,0,1,0,0
137,4,3,1,1,0,1,5,1
16,1,0,0,0,0,1,0,0
43,6,5,0,1,0,1,3,1
57,2,0,0,0,0,1,0,0
100,3,2,0,1,1,0,2,1
137,6,5,0,1,0,0,3,1
130,6,5,1,0,0,0,1,1
15,1,0,0,0,0,1,0,0
15,1,0,0,0,0,1,0,0
110,1,0,0,1,0,0,3,1
51,2,0,0,0,0,1,0,0
34,2,1,1,1,0,0,4,1
138,5,4,0,1,0,0,1,1
21,2,0,0,0,0,1,0,0
91,6,5,1,1,0,0,3,1
30,2,1,0,1,0,0,3,1
29,2,0,0,0,0,1,0,0
108,6,5,0,1,0,0,2,1
51,1,0,0,0,0,1,0,0
34,1,0,0,0,0,1,0,0
88,4,3,0,1,0,0,1,1
119,6,5,1,1,0,1,4,1
63,2,1,0,1,1,0,4,1
33,3,2,0,1,0,0,3,1
40,1,0,0,0,0,1,0,0
136,5,4,0,1,0,1,1,1
56,2,0,0,0,0,1,0,0
108,5,4,1,1,0,0,1,1
52,2,0,0,0,0,1,0,0
60,1,0,0,0,0,1,0,0
58,3,2,0,1,0,0,4,1
108,2,1,1,1,0,0,3,1
95,5,4,0,1,0,0,1,1
53,4,3,1,1,0,0,4,1
40,2,0,0,0,0,1,0,0
98,1,0,1,1,0,0,1,1
15,1,0,0,0,0,1,0,0
69,2,1,1,1,1,0,4,1
127,2,1,0,1,0,0,3,1
29,4,3,0,1,0,0,2,1
47,2,0,0,0,0,1,0,0
54,2,0,0,0,0,1,0,0
145,6,5,1,1,0,0,1,1
55,2,0,0,0,0,1,0,0
40,2,0,0,0,0,1,0,0
106,4,3,0,1,0,1,1,1
88,4,3,0,0,0,0,1,1
17,2,0,0,0,0,1,0,0
16,1,0,0,0,0,1,0,0
29,2,0,0,0,0,1,0,0
21,2,0,0,0,0,1,0,0
